,Name,Score rank,Popularity rank,Score,Episodes,Type,Link,Premiered,English name,Japanese name,Synonyms,Status,Aired,Broadcast,Producers,Licensors,Studios,Source,Genres,Duration,Rating,Members Favorites,Members Total,Members Watching,Members Completed,Members On-Hold,Members Dropped,Members Plan to Watch,Members score 10,Members score 9,Members score 8,Members score 7,Members score 6,Members score 5,Members score 4,Members score 3,Members score 2,Members score 1
359,Josee to Tora to Sakana-tachi,333,1861,8.18,  Episodes:  1  ,  Type:  Movie,https://myanimelist.net/anime/40787/Josee_to_Tora_to_Sakana-tachi,,"Josee, the Tiger and the Fish  ",ジョゼと虎と魚たち  ,,  Status:  Finished Airing  ,"  Aired:  Dec 25, 2020  ",,"    Producers:          Shochiku,       Kadokawa,       Sonilude  ","    Licensors:    None found, add some  ",    Studios:          Bones  ,  Source:  Novel  ,"  Genres:      Slice of LifeSlice of Life,     DramaDrama,     RomanceRomance",  Duration:  1 hr. 38 min.  ,  Rating:  None  ,  Favorites:  309,"73,489","3,088","1,482","1,040",114,"67,765",515,351,435,236,54,19,6,3,2,11
360,K-On!!,361,244,8.15,  Episodes:  26  ,  Type:  TV,https://myanimelist.net/anime/7791/K-On,    Premiered:          Spring 2010          ,K-ON! Season 2  ,けいおん!!  ,"Keion 2, K-On!! 2nd Season  ",  Status:  Finished Airing  ,"  Aired:  Apr 7, 2010 to Sep 29, 2010  ",    Broadcast:    Wednesdays at 01:25 (JST)      ,"    Producers:          Pony Canyon,       TBS,       Movic,       Rakuonsha,       Animation Do  ",    Licensors:          Sentai Filmworks  ,    Studios:          Kyoto Animation  ,  Source:  4-koma manga  ,"  Genres:      ComedyComedy,     MusicMusic,     SchoolSchool,     Slice of LifeSlice of Life",  Duration:  24 min. per ep.  ,  Rating:  PG-13 - Teens 13 or older  ,"  Favorites:  11,505","540,640","32,409","364,722","22,816","16,201","104,492",56842,69166,85102,54743,20592,8925,2989,1211,704,970
361,Lupin III: Cagliostro no Shiro,362,1642,8.15,  Episodes:  1  ,  Type:  Movie,https://myanimelist.net/anime/1430/Lupin_III__Cagliostro_no_Shiro,,Lupin III: The Castle of Cagliostro  ,ルパン三世 カリオストロの城  ,Rupan Sansei  ,  Status:  Finished Airing  ,"  Aired:  Dec 15, 1979  ",,"    Producers:    None found, add some  ","    Licensors:          Discotek Media,       Manga Entertainment  ",    Studios:          Tokyo Movie Shinsha  ,  Source:  Manga  ,"  Genres:      ActionAction,     AdventureAdventure,     ComedyComedy,     MysteryMystery,     SeinenSeinen",  Duration:  1 hr. 39 min.  ,  Rating:  PG-13 - Teens 13 or older  ,  Favorites:  962,"88,507","1,174","71,093",468,309,"15,463",8272,13926,18763,10822,2978,939,218,68,44,52
362,Tsuki ga Kirei,363,375,8.15,  Episodes:  12  ,  Type:  TV,https://myanimelist.net/anime/34822/Tsuki_ga_Kirei,    Premiered:          Spring 2017          ,Tsukigakirei  ,月がきれい  ,"The Moon is Beautiful, As the Moon, So Beautiful  ",  Status:  Finished Airing  ,"  Aired:  Apr 7, 2017 to Jun 30, 2017  ",    Broadcast:    Fridays at 00:00 (JST)      ,"    Producers:          Sotsu,       Mainichi Broadcasting System,       flying DOG  ",    Licensors:          Funimation  ,    Studios:          feel.  ,  Source:  Original  ,"  Genres:      RomanceRomance,     SchoolSchool",  Duration:  24 min. per ep.  ,  Rating:  PG-13 - Teens 13 or older  ,"  Favorites:  6,311","392,473","24,487","215,994","10,629","10,807","130,556",31226,46637,54923,32836,12150,5184,1918,632,352,390
363,One Piece: Episode of Nami - Koukaishi no Namida to Nakama no Kizuna,365,2270,8.14,  Episodes:  1  ,  Type:  Special,https://myanimelist.net/anime/15323/One_Piece__Episode_of_Nami_-_Koukaishi_no_Namida_to_Nakama_no_Kizuna,,,ワンピースエピソード・オブ・ナミ～航海士の涙と仲間の絆～  ,"One Piece Special, Episode of Nami: Tears of a Navigator and the Bonds of Friends  ",  Status:  Finished Airing  ,"  Aired:  Aug 25, 2012  ",,    Producers:          Fuji TV  ,"    Licensors:    None found, add some  ",    Studios:          Toei Animation  ,  Source:  Manga  ,"  Genres:      ActionAction,     AdventureAdventure,     ComedyComedy,     DramaDrama,     FantasyFantasy,     ShounenShounen,     Super PowerSuper Power",  Duration:  1 hr. 46 min.  ,  Rating:  PG-13 - Teens 13 or older  ,  Favorites:  145,"54,054",986,"46,315",335,352,"6,066",5889,6757,9110,5511,1863,667,167,72,71,285
364,Princess Tutu,366,1173,8.14,  Episodes:  38  ,  Type:  TV,https://myanimelist.net/anime/721/Princess_Tutu,    Premiered:          Summer 2002          ,Princess Tutu  ,プリンセスチュチュ  ,,  Status:  Finished Airing  ,"  Aired:  Aug 16, 2002 to May 23, 2003  ",    Broadcast:    Fridays at 20:30 (JST)      ,"    Producers:          Memory-Tech,       GANSIS,       Marvelous AQL  ","    Licensors:          ADV Films,       Sentai Filmworks  ",    Studios:          Hal Film Maker  ,  Source:  Original  ,"  Genres:      ComedyComedy,     DramaDrama,     FantasyFantasy,     MagicMagic,     MysteryMystery,     RomanceRomance",  Duration:  16 min. per ep.  ,  Rating:  PG-13 - Teens 13 or older  ,"  Favorites:  3,998","135,348","6,633","65,421","7,236","5,177","50,881",10803,12641,13818,9280,4206,2229,820,357,220,421
365,Pui Pui Molcar,386,5821,8.13,  Episodes:  12  ,  Type:  TV,https://myanimelist.net/anime/44235/Pui_Pui_Molcar,    Premiered:          Winter 2021          ,,PUI PUI モルカー  ,,  Status:  Finished Airing  ,"  Aired:  Jan 5, 2021 to Mar 23, 2021  ",    Broadcast:    Tuesdays at 07:30 (JST)      ,"    Producers:    None found, add some  ","    Licensors:    None found, add some  ",    Studios:          Shin-Ei Animation  ,  Source:  Other  ,"  Genres:      CarsCars,     ComedyComedy,     KidsKids",  Duration:  2 min. per ep.  ,  Rating:  G - All Ages  ,  Favorites:  141,"7,115","1,434","4,001",136,238,"1,306",1355,586,956,701,285,143,42,39,22,65
366,Tanoshii Muumin Ikka,367,3858,8.14,  Episodes:  78  ,  Type:  TV,https://myanimelist.net/anime/2150/Tanoshii_Muumin_Ikka,    Premiered:          Spring 1990          ,,楽しいムーミン一家  ,"Mumins, Delightful Moomin Family, Fun Family Moomin, The Moomins  ",  Status:  Finished Airing  ,"  Aired:  Apr 12, 1990 to Oct 3, 1991  ",    Broadcast:    Thursdays at 19:00 (JST)      ,"    Producers:          TV Tokyo,       Starchild Records  ","    Licensors:    None found, add some  ",    Studios:          Telescreen  ,  Source:  Book  ,"  Genres:      AdventureAdventure,     ComedyComedy,     FantasyFantasy,     KidsKids,     Slice of LifeSlice of Life",  Duration:  24 min. per ep.  ,  Rating:  G - All Ages  ,  Favorites:  455,"19,352","1,703","10,832","1,312",801,"4,704",2614,1547,2099,1561,692,362,109,45,33,48
367,Baccano! Specials,368,1017,8.14,  Episodes:  3  ,  Type:  Special,https://myanimelist.net/anime/3901/Baccano_Specials,,,バッカーノ!  ,Baccano! OVA  ,  Status:  Finished Airing  ,"  Aired:  Feb 27, 2008 to May 28, 2008  ",,    Producers:          Aniplex  ,"    Licensors:          Funimation,       Aniplex of America  ",    Studios:          Brain's Base  ,  Source:  Light novel  ,"  Genres:      ActionAction,     ComedyComedy,     HistoricalHistorical,     MysteryMystery,     SupernaturalSupernatural",  Duration:  29 min. per ep.  ,  Rating:  R - 17+ (violence & profanity)  ,  Favorites:  281,"156,816","1,976","127,825","1,533",886,"24,596",14582,26394,31699,17712,5791,2068,638,275,130,353
368,Chuunibyou demo Koi ga Shitai! Movie: Take On Me,369,910,8.14,  Episodes:  1  ,  Type:  Movie,https://myanimelist.net/anime/35608/Chuunibyou_demo_Koi_ga_Shitai_Movie__Take_On_Me,,,映画 中二病でも恋がしたい！-Take On Me-  ,Eiga Chuunibyou demo Koi ga Shitai! Take On Me  ,  Status:  Finished Airing  ,"  Aired:  Jan 6, 2018  ",,"    Producers:          Lantis,       Pony Canyon,       TBS  ",    Licensors:          Sentai Filmworks  ,    Studios:          Kyoto Animation  ,  Source:  Light novel  ,"  Genres:      ComedyComedy,     DramaDrama,     RomanceRomance,     SchoolSchool,     Slice of LifeSlice of Life",  Duration:  1 hr. 33 min.  ,  Rating:  PG-13 - Teens 13 or older  ,"  Favorites:  1,135","177,355","4,215","115,217","1,510",790,"55,623",14286,21084,29770,16321,5151,1759,615,215,90,140
369,Detroit Metal City,370,892,8.14,  Episodes:  12  ,  Type:  OVA,https://myanimelist.net/anime/3702/Detroit_Metal_City,,Detroit Metal City: The Animated Series  ,デトロイト・メタル・シティ  ,DMC  ,  Status:  Finished Airing  ,"  Aired:  Aug 8, 2008 to Oct 28, 2008  ",,"    Producers:          Sony Music Entertainment,       Beyond C.  ",    Licensors:          Sentai Filmworks  ,    Studios:          Studio 4°C  ,  Source:  Manga  ,"  Genres:      MusicMusic,     ComedyComedy,     SeinenSeinen",  Duration:  13 min. per ep.  ,  Rating:  R - 17+ (violence & profanity)  ,"  Favorites:  2,942","181,403","5,943","115,420","4,427","4,740","50,873",18152,23365,26784,16513,6401,2710,1184,543,391,430
370,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,371,1351,8.14,  Episodes:  12  ,  Type:  TV,https://myanimelist.net/anime/40815/Honzuki_no_Gekokujou__Shisho_ni_Naru_Tame_ni_wa_Shudan_wo_Erandeiraremasen_2nd_Season,    Premiered:          Spring 2020          ,Ascendance of a Bookworm Part 2  ,本好きの下剋上 ～司書になるためには手段を選んでいられません～ 第2期  ,Ascendance of a Bookworm 2nd Season  ,  Status:  Finished Airing  ,"  Aired:  Apr 5, 2020 to Jun 21, 2020  ",    Broadcast:    Sundays at 02:10 (JST)      ,"    Producers:          WOWOW,       Genco,       MediaNet,       KlockWorx,       flying DOG,       BS Fuji,       Yomiuri TV Enterprise,       ABC Animation,       Happinet,       Tokyo Animator Gakuin,       TO Books,       JTB Next Creation  ",    Licensors:          Crunchyroll  ,    Studios:          Ajia-Do  ,  Source:  Light novel  ,"  Genres:      Slice of LifeSlice of Life,     FantasyFantasy",  Duration:  23 min. per ep.  ,  Rating:  PG-13 - Teens 13 or older  ,  Favorites:  488,"112,984","9,967","79,363","1,832","1,349","20,473",7642,16598,24188,11527,3110,964,317,116,58,64
371,Initial D Fourth Stage,372,1241,8.14,  Episodes:  24  ,  Type:  TV,https://myanimelist.net/anime/18/Initial_D_Fourth_Stage,    Premiered:          Spring 2004          ,,頭文字〈イニシャル〉D FOURTH STAGE  ,Initial D 4th Stage  ,  Status:  Finished Airing  ,"  Aired:  Apr 17, 2004 to Feb 18, 2006  ",    Broadcast:    Unknown      ,"    Producers:          OB Planning,       Studio Jack  ",    Licensors:          Funimation  ,    Studios:          A.C.G.T.  ,  Source:  Manga  ,"  Genres:      ActionAction,     CarsCars,     SportsSports,     DramaDrama,     SeinenSeinen",  Duration:  27 min. per ep.  ,  Rating:  PG-13 - Teens 13 or older  ,  Favorites:  937,"126,761","6,542","97,323","3,311","1,449","18,136",11696,16785,24086,13969,4196,1318,391,110,54,264
372,Interstella5555: The 5tory of The 5ecret 5tar 5ystem,373,2120,8.14,  Episodes:  1  ,  Type:  Music,https://myanimelist.net/anime/731/Interstella5555__The_5tory_of_The_5ecret_5tar_5ystem,,,インターステラ5555  ,Interstellar 5555  ,  Status:  Finished Airing  ,"  Aired:  Dec 1, 2003  ",,    Producers:          EMI  ,"    Licensors:    None found, add some  ",    Studios:          Toei Animation  ,  Source:  Music  ,"  Genres:      AdventureAdventure,     DramaDrama,     MusicMusic,     Sci-FiSci-Fi",  Duration:  1 hr. 5 min.  ,  Rating:  G - All Ages  ,  Favorites:  736,"60,452",778,"47,132",347,295,"11,900",7997,7678,9909,6782,2626,1094,289,97,60,70
373,Kanata no Astra,381,740,8.13,  Episodes:  12  ,  Type:  TV,https://myanimelist.net/anime/39198/Kanata_no_Astra,    Premiered:          Summer 2019          ,Astra Lost in Space  ,彼方のアストラ  ,Astra Lost in Space  ,  Status:  Finished Airing  ,"  Aired:  Jul 3, 2019 to Sep 18, 2019  ",    Broadcast:    Wednesdays at 21:00 (JST)      ,"    Producers:          AT-X,       Docomo Anime Store,       Shueisha,       Kadokawa Media House,       Kadokawa  ",    Licensors:          Funimation  ,    Studios:          Lerche  ,  Source:  Manga  ,"  Genres:      Sci-FiSci-Fi,     AdventureAdventure,     SpaceSpace,     ShounenShounen",  Duration:  28 min. per ep.  ,  Rating:  PG-13 - Teens 13 or older  ,"  Favorites:  2,318","214,626","14,959","122,463","5,015","6,884","65,305",16074,26490,33655,18062,6206,2767,1284,566,267,273
374,Kono Subarashii Sekai ni Shukufuku wo!,374,33,8.14,  Episodes:  10  ,  Type:  TV,https://myanimelist.net/anime/30831/Kono_Subarashii_Sekai_ni_Shukufuku_wo,    Premiered:          Winter 2016          ,KonoSuba: God's Blessing on This Wonderful World!  ,この素晴らしい世界に祝福を！  ,Give Blessings to This Wonderful World!  ,  Status:  Finished Airing  ,"  Aired:  Jan 14, 2016 to Mar 17, 2016  ",    Broadcast:    Thursdays at 01:05 (JST)      ,"    Producers:          Half H.P Studio,       Nippon Columbia,       KlockWorx,       Sony Music Communications,       Toranoana,       81 Produce,       Kadokawa Media House  ","    Licensors:          Discotek Media,       Crunchyroll  ",    Studios:          Studio Deen  ,  Source:  Light novel  ,"  Genres:      AdventureAdventure,     ComedyComedy,     FantasyFantasy,     MagicMagic,     ParodyParody,     SupernaturalSupernatural",  Duration:  23 min. per ep.  ,  Rating:  PG-13 - Teens 13 or older  ,"  Favorites:  33,875","1,409,026","64,365","1,136,081","22,609","23,391","162,580",140086,234977,303904,157920,49744,18749,7581,3018,1680,1878
375,Mobile Suit Gundam Unicorn,376,1764,8.14,  Episodes:  7  ,  Type:  OVA,https://myanimelist.net/anime/6336/Mobile_Suit_Gundam_Unicorn,,Mobile Suit Gundam Unicorn  ,機動戦士ガンダムUC（ユニコーン）  ,"Mobile Suit Gundam UC, Kidou Senshi Gundam Unicorn  ",  Status:  Finished Airing  ,"  Aired:  Mar 12, 2010 to Jun 6, 2014  ",,"    Producers:          Sunrise,       Bandai Visual,       Kadokawa Shoten  ","    Licensors:          Nozomi Entertainment,       Bandai Entertainment,       NYAV Post  ","    Studios:    None found, add some  ",  Source:  Novel  ,"  Genres:      ActionAction,     DramaDrama,     MechaMecha,     MilitaryMilitary,     Sci-FiSci-Fi,     SpaceSpace",  Duration:  1 hr. 2 min. per ep.  ,  Rating:  PG-13 - Teens 13 or older  ,"  Favorites:  1,323","80,121","10,285","43,277","4,627","1,991","19,941",7028,10203,11686,6808,2443,1050,497,185,70,272
376,Detective Conan Movie 05: Countdown to Heaven,377,2346,8.13,  Episodes:  1  ,  Type:  Movie,https://myanimelist.net/anime/1364/Detective_Conan_Movie_05__Countdown_to_Heaven,,Case Closed Movie 5: Countdown to Heaven  ,名探偵コナン 天国へのカウントダウン  ,Meitantei Conan: Tengoku e no Count Down  ,  Status:  Finished Airing  ,"  Aired:  Apr 21, 2001  ",,"    Producers:    None found, add some  ",    Licensors:          Funimation  ,    Studios:          TMS Entertainment  ,  Source:  Manga  ,"  Genres:      AdventureAdventure,     PolicePolice,     ComedyComedy,     MysteryMystery,     ShounenShounen",  Duration:  1 hr. 40 min.  ,  Rating:  PG-13 - Teens 13 or older  ,  Favorites:  43,"50,713",555,"45,983",233,266,"3,676",5240,6671,9855,6034,1778,666,125,45,17,219
377,Detective Conan Movie 14: The Lost Ship in the Sky,378,2507,8.13,  Episodes:  1  ,  Type:  Movie,https://myanimelist.net/anime/6467/Detective_Conan_Movie_14__The_Lost_Ship_in_the_Sky,,,名探偵コナン 天空の難破船  ,Meitantei Conan Tenkuu no Lost Ship  ,  Status:  Finished Airing  ,"  Aired:  Apr 17, 2010  ",,"    Producers:          Shogakukan-Shueisha Productions,       TMS Entertainment  ","    Licensors:    None found, add some  ",    Studios:          Tokyo Movie Shinsha  ,  Source:  Manga  ,"  Genres:      ActionAction,     MysteryMystery,     PolicePolice,     ShounenShounen",  Duration:  1 hr. 42 min.  ,  Rating:  G - All Ages  ,  Favorites:  39,"44,734",564,"39,179",233,276,"4,482",4514,5860,8284,4854,1539,555,138,93,26,231
378,Hyouka,379,82,8.13,  Episodes:  22  ,  Type:  TV,https://myanimelist.net/anime/12189/Hyouka,    Premiered:          Spring 2012          ,Hyouka  ,氷菓  ,"Hyou-ka, Hyouka: You can't escape, Hyou-ka: You can't escape, Hyoka  ",  Status:  Finished Airing  ,"  Aired:  Apr 23, 2012 to Sep 17, 2012  ",    Broadcast:    Mondays at 00:00 (JST)      ,"    Producers:          Lantis,       Kadokawa Shoten,       KlockWorx,       chara-ani.com,       Animation Do  ",    Licensors:          Funimation  ,    Studios:          Kyoto Animation  ,  Source:  Novel  ,"  Genres:      MysteryMystery,     SchoolSchool,     Slice of LifeSlice of Life",  Duration:  25 min. per ep.  ,  Rating:  PG-13 - Teens 13 or older  ,"  Favorites:  21,170","1,022,083","78,049","553,509","54,753","40,048","295,724",68707,119580,151883,86831,31210,13506,4773,1612,857,895
379,IDOLiSH7: Second Beat!,380,4066,8.13,  Episodes:  15  ,  Type:  TV,https://myanimelist.net/anime/37962/IDOLiSH7__Second_Beat,    Premiered:          Spring 2020          ,,アイドリッシュセブン Second BEAT!  ,"IDOLiSH7 2, Idolish Seven 2  ",  Status:  Finished Airing  ,"  Aired:  Apr 5, 2020 to Dec 27, 2020  ",    Broadcast:    Sundays at 23:00 (JST)      ,"    Producers:          Bandai Visual,       Lantis,       Bandai Namco Games  ","    Licensors:    None found, add some  ",    Studios:          TROYCA  ,  Source:  Game  ,  Genres:      MusicMusic,  Duration:  24 min. per ep.  ,  Rating:  PG-13 - Teens 13 or older  ,  Favorites:  228,"17,313","2,979","4,875",743,511,"8,205",1073,942,1228,792,330,165,71,34,17,38
380,Koukaku Kidoutai: Stand Alone Complex - Solid State Society,382,1658,8.13,  Episodes:  1  ,  Type:  Special,https://myanimelist.net/anime/1566/Koukaku_Kidoutai__Stand_Alone_Complex_-_Solid_State_Society,,Ghost in the Shell: Stand Alone Complex - Solid State Society  ,攻殻機動隊 STAND ALONE COMPLEX Solid State Society  ,"GitS SAC SSS, GitS: SAC 3, gits sac3, gitssac3, sac3, sss, Ghost in the Shell S.A.C. Solid State Society  ",  Status:  Finished Airing  ,"  Aired:  Sep 1, 2006  ",,"    Producers:          Bandai Visual,       Dentsu,       Victor Entertainment,       Nippon Television Network  ","    Licensors:          Bandai Entertainment,       Manga Entertainment  ",    Studios:          Production I.G  ,  Source:  Manga  ,"  Genres:      MilitaryMilitary,     Sci-FiSci-Fi,     MysteryMystery,     PolicePolice,     MechaMecha,     SeinenSeinen",  Duration:  1 hr. 48 min.  ,  Rating:  R - 17+ (violence & profanity)  ,  Favorites:  214,"87,422","1,551","57,837",903,379,"26,752",5807,10533,14761,7936,2189,722,160,83,37,75
381,Kuragehime,383,844,8.13,  Episodes:  11  ,  Type:  TV,https://myanimelist.net/anime/8129/Kuragehime,    Premiered:          Fall 2010          ,Princess Jellyfish  ,海月姫  ,Kuragehime  ,  Status:  Finished Airing  ,"  Aired:  Oct 15, 2010 to Dec 31, 2010  ",    Broadcast:    Fridays at 00:45 (JST)      ,"    Producers:          Fuji TV,       Asmik Ace,       Sony Music Entertainment,       Sakura Create,       Fujipacific Music  ",    Licensors:          Funimation  ,    Studios:          Brain's Base  ,  Source:  Manga  ,"  Genres:      Slice of LifeSlice of Life,     ComedyComedy,     JoseiJosei",  Duration:  22 min. per ep.  ,  Rating:  PG-13 - Teens 13 or older  ,"  Favorites:  3,757","191,758","6,758","118,199","4,607","3,179","59,015",13846,24021,29438,17290,5757,2145,663,206,124,147
